,,,,,," 47,648,547 ",," 4,650,651 "," 13,271,937 "," 36,736,746 "," 28,129,290 "," 5,777,613 "," 19,078,606 "," 14,630,240 "," 14,407,859 "," 16,707,719 "," 14,235,515 "," 37,181,152 "," 3,975,351 "," 10,154,358 "," 27,817,072 "," 20,287,608 "," 8,003,960 "," 21,580,925 "," 882,066 ", -   , -   ," 15,047,395 "," 25,664,832 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,,,,,,Populaton,, Previous Year's Clusters' PiN ,,,,,,,,,,, Current Clusters' PiN ,,,,,,,,,,,Absolute PiN Differences,,,,,,,,,,,% PiN Differences,,,,,,,,,,,,,,,,,,,,,,,,,
 Admin 1 , Admin 1 P-Code , Admin 2 , Admin 2 P-Code , Admin 3 , Admin 3 P-Code , Population , Population Group , Site Management - Old , Education Old , Food Security and Livlihoods Old , Health Old , Nutrition Old , Protection Old , CP Old  , GBV Old , Mine Action Old , Shelter NFI Old , WASH Old , Site Management - New , Education New , Food Security and Livlihoods New , Health New , Nutrition New , Protection New , CP New , GBV New , Mine Action New , Shelter NFI New , WASH New , PiN Difference for Site Management  , PiN Difference for Education , Food Security and Livlihoods , PiN Difference for Health  , PiN Difference for Nutrition , PiN Difference for Protection , PiN Difference CP , PiN Difference GBV  , PiN Difference for Mine Action  , PiN Difference for Shelter NFI ,PiN Difference for WASH,Site Management ,Education,Food Security and Livlihoods2,Health ,Nutrition,Protection,CP,GBV,Mine Action ,Shelter NFI ,WASH2,,,,,,,,,,,,,,,
South Darfur,SD03,Kateila,SD03159,,," 43,133 ", IDPs ," 21,567 "," 7,764 "," 30,538 "," 25,880 "," 3,155 "," 30,193 "," 25,082 "," 30,193 "," 21,567 "," 16,791 "," 42,236 ", -   ," 12,636 "," 40,167 "," 37,936 "," 8,331 "," 22,315 ", -   ,,," 31,879 "," 40,167 ",," 4,872 "," 9,629 "," 12,056 "," 5,176 "," -7,878 ",,,," 15,088 "," -2,069 ",-100%,60%,30%,50%,160%,-30%,-100%,,,90%,0%,,,,,,,,,,,,,,,
South Darfur,SD03,Buram,SD03161,,," 194,660 ", IDPs ," 58,398 "," 35,039 "," 137,819 "," 145,995 "," 13,003 "," 136,262 "," 113,195 "," 136,262 "," 155,728 "," 117,705 "," 154,891 ", -   ," 36,865 "," 167,493 "," 46,895 "," 36,476 "," 132,704 ", -   ,,," 155,557 "," 167,493 ",," 1,826 "," 29,674 "," -99,100 "," 23,473 "," -3,558 ",,,," 37,852 "," 12,602 ",-100%,10%,20%,-70%,180%,0%,-100%,,,30%,10%,,,,,,,,,,,,,,,
South Darfur,SD03,Beliel,SD03162,,," 473,048 ", IDPs ," 141,915 "," 85,149 "," 334,918 "," 354,786 "," 26,677 "," 331,134 "," 275,077 "," 331,134 "," 402,091 "," 319,611 "," 242,011 "," 331,673 "," 145,282 "," 388,768 "," 224,419 "," 88,454 "," 329,497 ", -   ,,," 425,317 "," 426,436 "," 189,758 "," 60,133 "," 53,850 "," -130,367 "," 61,777 "," -1,637 ",,,," 105,706 "," 184,425 ",130%,70%,20%,-40%,230%,0%,-100%,,,30%,80%,,,,,,,,,,,,,,,
South Darfur,SD03,Nyala Shimal,SD03164,,," 327,705 ", IDPs ," 98,312 "," 58,987 "," 232,015 "," 245,779 "," 34,336 "," 294,935 "," 193,510 "," 229,394 "," 278,549 "," 237,768 "," 168,145 "," 164,714 "," 101,309 "," 234,454 "," 263,542 "," 61,499 "," 164,714 ", -   ,,," 226,481 "," 296,484 "," 66,402 "," 42,322 "," 2,439 "," 17,763 "," 27,163 "," -130,221 ",,,," -11,287 "," 128,339 ",70%,70%,0%,10%,80%,-40%,-100%,,,0%,80%,,,,,,,,,,,,,,,
South Darfur,SD03,As Salam - SD,SD03166,,," 16,250 ", IDPs ," 11,375 "," 2,925 "," 11,505 "," 12,188 "," 1,330 "," 11,375 "," 9,450 "," 11,375 "," 8,125 "," 9,865 "," 12,181 "," 8,125 "," 6,416 "," 8,370 "," 12,496 "," 3,034 "," 8,125 ", -   ,,," 11,250 "," 14,625 "," -3,250 "," 3,491 "," -3,135 ", 309 ," 1,704 "," -3,250 ",,,," 1,385 "," 2,444 ",-30%,120%,-30%,0%,130%,-30%,-100%,,,10%,20%,,,,,,,,,,,,,,,
South Darfur,SD03,Nyala Janoub,SD03167,,," 78,632 ", IDPs ," 39,316 "," 14,154 "," 55,671 "," 58,974 "," 7,955 "," 55,042 "," 46,433 "," 55,043 "," 39,316 "," 39,954 "," 20,429 ", -   ," 26,995 "," 61,468 "," 63,706 "," 14,866 "," 55,549 ", -   ,,," 19,908 "," 63,706 ",," 12,841 "," 5,797 "," 4,732 "," 6,911 ", 507 ,,,," -20,046 "," 43,277 ",-100%,90%,10%,10%,90%,0%,-100%,,,-50%,210%,,,,,,,,,,,,,,,
South Darfur,SD03,Damso,SD03172,,," 7,370 ", IDPs ," 2,211 "," 1,327 "," 5,218 "," 5,528 ", 738 ," 3,685 "," 4,286 "," 5,159 "," 3,685 "," 2,806 "," 7,048 ", -   , 796 ," 1,279 "," 1,807 "," 1,406 "," 3,765 ", -   ,,," 6,372 "," 6,777 ",, -531 ," -3,939 "," -3,721 ", 668 , 80 ,,,," 3,566 ", -271 ,-100%,-40%,-80%,-70%,90%,0%,-100%,,,130%,0%,,,,,,,,,,,,,,,
West Darfur,SD04,Beida,SD04111,,," 3,105 ", IDPs ," 1,553 ", 559 ," 2,198 "," 2,329 ", 400 ," 2,174 "," 1,806 "," 2,174 "," 1,553 "," 2,423 ", -   , -   ," 1,099 "," 2,668 ", 919 , 690 ," 1,915 ", -   ,,, 319 ," 3,447 ",, 540 , 470 ," -1,410 ", 290 , -259 ,,,," -2,104 ",,-100%,100%,20%,-60%,70%,-10%,-100%,,,-90%,,,,,,,,,,,,,,,,
West Darfur,SD04,Ag Geneina,SD04115,,," 70,495 ", IDPs ," 21,149 "," 12,689 "," 49,910 "," 52,871 "," 7,623 "," 49,347 "," 40,993 "," 49,347 "," 35,248 "," 23,927 "," 65,296 "," 82,369 "," 25,195 "," 61,306 "," 51,285 "," 21,180 "," 82,192 ", -   ,,," 15,483 "," 105,903 "," 61,220 "," 12,506 "," 11,396 "," -1,586 "," 13,557 "," 32,845 ",,,," -8,444 "," 40,607 ",290%,100%,20%,0%,180%,70%,-100%,,,-40%,60%,,,,,,,,,,,,,,,
West Darfur,SD04,Foro Baranga,SD04121,,," 9,710 ", IDPs ," 6,797 "," 1,748 "," 6,875 "," 7,283 "," 1,184 "," 6,797 "," 5,647 "," 4,855 "," 4,855 "," 4,996 ", -   , -   ," 9,154 "," 16,711 "," 15,098 "," 4,419 "," 12,068 ", -   ,,," 20,622 "," 22,095 ",," 7,406 "," 9,836 "," 7,816 "," 3,235 "," 5,271 ",,,," 15,626 ",,-100%,420%,140%,110%,270%,80%,-100%,,,310%,,,,,,,,,,,,,,,,
West Darfur,SD04,Habila - WD,SD04122,,," 28,260 ", IDPs ," 14,130 "," 5,087 "," 20,008 "," 21,195 "," 3,636 "," 19,782 "," 16,433 "," 25,434 "," 14,130 "," 18,014 "," 27,477 ", -   ," 5,127 "," 15,401 "," 19,768 "," 4,795 "," 17,599 ", -   ,,," 22,644 "," 23,976 ",, 40 ," -4,607 "," -1,427 "," 1,159 "," -2,183 ",,,," 4,630 "," -3,501 ",-100%,0%,-20%,-10%,30%,-10%,-100%,,,30%,-10%,,,,,,,,,,,,,,,
West Darfur,SD04,Jebel Moon,SD04123,,," 70,720 ", IDPs ," 35,360 "," 12,730 "," 50,070 "," 63,648 "," 6,882 "," 49,504 "," 41,124 "," 49,504 "," 35,360 "," 53,316 "," 61,885 "," 37,786 "," 14,505 "," 48,582 "," 43,184 "," 9,717 "," 37,213 ", -   ,,," 38,236 "," 48,582 "," 2,426 "," 1,775 "," -1,488 "," -20,464 "," 2,835 "," -12,291 ",,,," -15,080 "," -13,303 ",10%,10%,0%,-30%,40%,-20%,-100%,,,-30%,-20%,,,,,,,,,,,,,,,
West Darfur,SD04,Kereneik,SD04125,,," 41,790 ", IDPs ," 20,895 "," 7,522 "," 29,587 "," 31,343 "," 4,699 "," 29,253 "," 24,301 "," 29,253 "," 20,895 "," 25,790 "," 40,749 "," 46,638 "," 16,820 "," 56,825 "," 49,439 "," 11,993 "," 46,638 ", -   ,,," 47,193 "," 56,825 "," 25,743 "," 9,298 "," 27,238 "," 18,097 "," 7,294 "," 17,385 ",,,," 21,403 "," 16,076 ",120%,120%,90%,60%,160%,60%,-100%,,,80%,40%,,,,,,,,,,,,,,,
West Darfur,SD04,Kulbus,SD04127,,," 44,562 ", IDPs ," 13,369 "," 8,021 "," 31,550 "," 33,422 "," 4,781 "," 31,193 "," 25,913 "," 31,194 "," 22,281 "," 14,122 "," 33,870 ", -   ," 10,054 ", -   ," 7,721 "," 5,791 "," 16,086 ", -   ,,," 13,221 "," 22,295 ",," 2,033 ",," -25,701 "," 1,010 "," -15,107 ",,,, -901 ," -11,575 ",-100%,30%,-100%,-80%,20%,-50%,-100%,,,-10%,-30%,,,,,,,,,,,,,,,
West Darfur,SD04,Sirba,SD04134,,," 26,225 ", IDPs ," 7,868 "," 4,721 "," 18,567 "," 19,669 "," 2,835 "," 18,358 "," 15,250 "," 23,603 "," 13,113 "," 11,006 "," 17,067 ", -   ," 7,836 "," 28,365 "," 7,883 "," 5,912 "," 22,711 ", -   ,,," 10,414 "," 28,365 ",," 3,116 "," 9,798 "," -11,786 "," 3,077 "," 4,353 ",,,, -592 ," 11,298 ",-100%,70%,50%,-60%,110%,20%,-100%,,,-10%,70%,,,,,,,,,,,,,,,
East Darfur,SD05,Adila,SD05139,,," 53,737 ", IDPs ," 26,869 "," 9,673 "," 38,046 "," 40,303 "," 4,882 "," 37,616 "," 31,248 "," 37,617 "," 26,869 "," 22,938 "," 29,690 "," 26,869 "," 15,985 "," 18,942 ", -   ," 10,032 "," 26,657 ", -   ,,," 16,420 "," 26,869 ", -   ," 6,312 "," -19,104 ",," 5,150 "," -10,959 ",,,," -6,518 "," -2,821 ",0%,70%,-50%,-100%,110%,-30%,-100%,,,-30%,-10%,,,,,,,,,,,,,,,
East Darfur,SD05,Abu Jabrah,SD05140,,," 43,875 ", IDPs ," 4,388 "," 7,898 "," 31,064 "," 32,906 "," 2,988 "," 21,938 "," 25,118 "," 30,713 "," 21,938 "," 39,330 "," 43,327 ", -   ," 13,894 "," 40,883 "," 20,821 "," 8,480 "," 22,389 ", -   ,,," 40,882 "," 40,883 ",," 5,997 "," 9,820 "," -12,085 "," 5,492 ", 451 ,,,," 1,552 "," -2,444 ",-100%,80%,30%,-40%,180%,0%,-100%,,,0%,-10%,,,,,,,,,,,,,,,
East Darfur,SD05,Ad Du'ayn,SD05142,,," 200,270 ", IDPs ," 100,135 "," 36,049 "," 141,791 "," 120,162 "," 16,110 "," 140,189 "," 116,458 "," 140,189 "," 170,230 "," 136,782 "," 147,259 "," 153,164 "," 66,577 "," 181,455 "," 100,291 "," 40,847 "," 152,854 ", -   ,,," 185,984 "," 185,984 "," 53,029 "," 30,528 "," 39,664 "," -19,871 "," 24,737 "," 12,665 ",,,," 49,202 "," 38,725 ",50%,80%,30%,-20%,150%,10%,-100%,,,40%,30%,,,,,,,,,,,,,,,
East Darfur,SD05,Shia'ria,SD05148,,," 192,090 ", IDPs ," 57,627 "," 34,576 "," 136,000 "," 144,068 "," 39,955 "," 134,463 "," 111,701 "," 134,463 "," 153,672 "," 137,785 "," 192,090 "," 142,527 "," 41,908 "," 169,363 "," 64,308 "," 38,011 "," 98,550 ", -   ,,," 141,557 "," 183,249 "," 84,900 "," 7,332 "," 33,363 "," -79,760 "," -1,944 "," -35,913 ",,,," 3,772 "," -8,841 ",150%,20%,20%,-60%,0%,-30%,-100%,,,0%,0%,,,,,,,,,,,,,,,
East Darfur,SD05,Al Firdous,SD05152,,," 59,700 ", IDPs ," 29,850 "," 10,746 "," 42,268 "," 35,820 "," 3,933 "," 41,790 "," 34,716 "," 41,790 "," 29,850 "," 30,302 "," 58,351 "," 41,790 "," 2,061 "," 49,336 "," 50,745 "," 11,145 "," 38,214 ", -   ,,," 17,910 "," 53,730 "," 11,940 "," -8,685 "," 7,068 "," 14,925 "," 7,212 "," -3,576 ",,,," -12,392 "," -4,621 ",40%,-80%,20%,40%,180%,-10%,-100%,,,-40%,-10%,,,,,,,,,,,,,,,
East Darfur,SD05,Abu Karinka,SD05155,,," 45,046 ", IDPs ," 4,505 "," 8,108 "," 31,893 "," 33,785 "," 3,807 "," 22,523 "," 25,789 "," 22,524 "," 22,523 "," 32,623 "," 34,996 ", -   ," 14,720 "," 41,043 "," 16,964 "," 8,513 "," 31,922 ", -   ,,," 40,019 "," 41,043 ",," 6,612 "," 9,150 "," -16,821 "," 4,706 "," 9,399 ",,,," 7,396 "," 6,047 ",-100%,80%,30%,-50%,120%,40%,-100%,,,20%,20%,,,,,,,,,,,,,,,
East Darfur,SD05,Bahr Al Arab,SD05160,,," 67,220 ", IDPs ," 33,610 "," 12,100 "," 47,592 "," 40,332 "," 7,887 "," 33,610 "," 38,483 "," 33,610 "," 33,610 "," 50,323 "," 65,304 ", -   ," 20,153 "," 56,337 "," 16,939 "," 12,549 "," 32,309 ", -   ,,," 60,498 "," 60,498 ",," 8,053 "," 8,745 "," -23,393 "," 4,662 "," -1,301 ",,,," 10,175 "," -4,806 ",-100%,70%,20%,-60%,60%,0%,-100%,,,20%,-10%,,,,,,,,,,,,,,,
East Darfur,SD05,Assalaya,SD05163,,," 25,240 ", IDPs ," 7,572 "," 4,543 "," 17,870 "," 18,930 "," 1,850 "," 12,620 "," 14,677 "," 12,620 "," 12,620 "," 19,833 "," 24,086 ", -   ," 8,635 "," 25,064 "," 8,796 "," 5,199 "," 13,925 ", -   ,,," 22,279 "," 25,064 ",," 4,092 "," 7,194 "," -10,134 "," 3,349 "," 1,305 ",,,," 2,446 ", 978 ,-100%,90%,40%,-50%,180%,10%,-100%,,,10%,0%,,,,,,,,,,,,,,,
East Darfur,SD05,Yassin,SD05165,,," 79,110 ", IDPs ," 23,733 "," 14,240 "," 56,010 "," 47,466 "," 8,359 "," 39,555 "," 45,291 "," 39,555 "," 39,555 "," 41,734 "," 75,613 ", -   ," 23,516 "," 55,568 "," 20,566 "," 15,235 "," 53,749 ", -   ,,," 60,134 "," 73,449 ",," 9,276 ", -442 ," -26,900 "," 6,876 "," 14,194 ",,,," 18,400 "," -2,164 ",-100%,70%,0%,-60%,80%,40%,-100%,,,40%,0%,,,,,,,,,,,,,,,
Central Darfur,SD06,Azum,SD06110,,," 67,400 ", IDPs ," 33,700 "," 12,132 "," 47,719 "," 50,550 "," 5,852 "," 47,180 "," 39,193 "," 33,700 "," 33,700 "," 57,065 "," 57,384 "," 49,868 "," 26,770 "," 41,147 "," 56,992 "," 12,823 "," 35,517 ", -   ,,," 63,404 "," 64,116 "," 16,168 "," 14,638 "," -6,572 "," 6,442 "," 6,971 "," -11,663 ",,,," 6,339 "," 6,732 ",50%,120%,-10%,10%,120%,-20%,-100%,,,10%,10%,,,,,,,,,,,,,,,
Central Darfur,SD06,Bendasi,SD06112,,," 28,525 ", IDPs ," 8,558 "," 5,135 "," 20,196 "," 21,394 "," 2,698 "," 19,968 "," 16,588 "," 14,263 "," 14,263 "," 17,107 "," 28,525 "," 22,624 "," 11,507 "," 23,529 "," 7,757 "," 5,818 "," 16,160 ", -   ,,," 28,280 "," 29,088 "," 14,066 "," 6,373 "," 3,333 "," -13,637 "," 3,120 "," -3,808 ",,,," 11,173 ", 563 ,160%,120%,20%,-60%,120%,-20%,-100%,,,70%,0%,,,,,,,,,,,,,,,
Central Darfur,SD06,Mukjar,SD06130,,," 28,750 ", IDPs ," 8,625 "," 5,395 "," 20,355 "," 21,563 "," 2,719 "," 20,125 "," 16,719 "," 20,125 "," 14,375 "," 6,028 "," 28,750 ", -   ," 8,260 "," 16,933 "," 6,950 "," 5,213 "," 14,480 ", -   ,,," 26,064 "," 26,064 ",," 2,865 "," -3,422 "," -14,613 "," 2,494 "," -5,645 ",,,," 20,036 "," -2,686 ",-100%,50%,-20%,-70%,90%,-30%,-100%,,,330%,-10%,,,,,,,,,,,,,,,
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,,," 82,610 ", IDPs ," 24,783 "," 14,870 "," 58,488 "," 61,958 "," 7,506 "," 57,827 "," 48,038 "," 57,827 "," 41,305 "," 32,889 "," 82,610 "," 43,739 "," 32,571 "," 73,779 "," 32,822 "," 15,746 "," 61,235 ", -   ,,," 59,485 "," 78,730 "," 18,956 "," 17,701 "," 15,291 "," -29,136 "," 8,240 "," 3,408 ",,,," 26,596 "," -3,880 ",80%,120%,30%,-50%,110%,10%,-100%,,,80%,0%,,,,,,,,,,,,,,,
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,,," 131,357 ", IDPs ," 39,408 "," 23,644 "," 93,001 "," 98,518 "," 11,936 "," 91,950 "," 76,384 "," 65,679 "," 105,086 "," 70,815 "," 116,067 ", -   ," 48,846 "," 107,422 "," 104,142 "," 30,283 "," 83,410 ", -   ,,," 38,696 "," 107,422 ",," 25,202 "," 14,421 "," 5,624 "," 18,347 "," -8,540 ",,,," -32,119 "," -8,645 ",-100%,110%,20%,10%,150%,-10%,-100%,,,-50%,-10%,,,,,,,,,,,,,,,
Central Darfur,SD06,Um Dukhun,SD06135,,," 62,030 ", IDPs ," 31,015 "," 11,165 "," 43,917 "," 46,523 "," 5,867 "," 43,421 "," 36,071 "," 43,421 "," 31,015 "," 30,304 "," 61,918 "," 47,898 "," 21,233 "," 34,213 "," 6,955 "," 12,317 "," 33,672 ", -   ,,," 36,351 "," 47,898 "," 16,883 "," 10,068 "," -9,704 "," -39,568 "," 6,450 "," -9,749 ",,,," 6,047 "," -14,020 ",50%,90%,-20%,-90%,110%,-20%,-100%,,,20%,-20%,,,,,,,,,,,,,,,
Central Darfur,SD06,Wadi Salih,SD06137,,," 85,993 ", IDPs ," 42,997 "," 15,479 "," 60,883 "," 77,394 "," 5,535 "," 60,195 "," 50,005 "," 60,195 "," 42,997 "," 34,456 "," 48,371 "," 60,432 "," 35,724 "," 64,567 "," 69,066 "," 15,540 "," 54,800 ", -   ,,," 56,961 "," 69,066 "," 17,435 "," 20,245 "," 3,684 "," -8,328 "," 10,005 "," -5,395 ",,,," 22,505 "," 20,695 ",40%,130%,10%,-10%,180%,-10%,-100%,,,70%,40%,,,,,,,,,,,,,,,
Central Darfur,SD06,Zalingi,SD06138,,," 216,688 ", IDPs ," 65,007 "," 39,004 "," 153,415 "," 162,516 "," 17,997 "," 151,682 "," 126,004 "," 151,682 "," 184,185 "," 138,246 "," 170,512 "," 153,396 "," 74,883 "," 187,275 "," 158,425 "," 39,445 "," 152,850 ", -   ,,," 197,223 "," 197,223 "," 88,389 "," 35,879 "," 33,860 "," -4,091 "," 21,448 "," 1,168 ",,,," 58,977 "," 26,711 ",140%,90%,20%,0%,120%,0%,-100%,,,40%,20%,,,,,,,,,,,,,,,
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,,," 169,210 ", IDPs ," 50,763 "," 30,458 "," 119,801 "," 126,908 "," 9,251 "," 118,447 "," 98,396 "," 118,447 "," 135,368 "," 139,538 "," 113,929 ", -   ," 75,775 "," 189,633 "," 65,796 "," 38,452 "," 105,469 ", -   ,,," 183,716 "," 189,633 ",," 45,317 "," 69,832 "," -61,112 "," 29,201 "," -12,978 ",,,," 44,178 "," 75,704 ",-100%,150%,60%,-50%,320%,-10%,-100%,,,30%,70%,,,,,,,,,,,,,,,
South Kordofan,SD07,Abu Jubayhah,SD07088,,," 58,100 ", IDPs ," 29,050 "," 10,458 "," 41,135 "," 43,575 "," 5,585 "," 40,670 "," 33,785 "," 40,670 "," 29,050 "," 27,924 "," 58,100 ", -   ," 19,632 "," 47,743 "," 38,351 "," 9,656 "," 26,514 ", -   ,,," 46,417 "," 47,743 ",," 9,174 "," 6,608 "," -5,224 "," 4,071 "," -14,156 ",,,," 18,493 "," -10,357 ",-100%,90%,20%,-10%,70%,-30%,-100%,,,70%,-20%,,,,,,,,,,,,,,,
South Kordofan,SD07,Talawdi,SD07089,,," 10,407 ", IDPs ," 5,204 "," 1,873 "," 7,368 "," 7,805 ", 957 ," 7,285 "," 6,052 "," 7,286 "," 5,204 "," 4,535 "," 9,894 ", -   ," 1,250 "," 5,352 "," 6,427 "," 1,998 "," 5,490 ", -   ,,," 6,427 "," 6,427 ",, -623 ," -2,016 "," -1,378 "," 1,041 "," -1,795 ",,,," 1,892 "," -3,467 ",-100%,-30%,-30%,-20%,110%,-20%,-100%,,,40%,-40%,,,,,,,,,,,,,,,
South Kordofan,SD07,Abassiya,SD07090,,," 62,991 ", IDPs ," 31,496 "," 11,338 "," 44,598 "," 47,243 "," 5,822 "," 44,094 "," 36,629 "," 44,095 "," 31,496 "," 54,535 "," 62,745 "," 45,886 "," 26,168 "," 51,969 "," 31,048 "," 11,932 "," 43,757 ", -   ,,," 58,996 "," 58,997 "," 14,390 "," 14,830 "," 7,371 "," -16,195 "," 6,110 ", -337 ,,,," 4,461 "," -3,748 ",50%,130%,20%,-30%,100%,0%,-100%,,,10%,-10%,,,,,,,,,,,,,,,
South Kordofan,SD07,Um Durein,SD07091,,, -   , IDPs , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Ar Rashad,SD07093,,," 22,054 ", IDPs ," 11,027 "," 3,970 "," 15,614 "," 16,541 "," 2,052 "," 15,438 "," 12,825 "," 15,439 "," 11,027 "," 11,125 "," 19,355 ", -   ," 6,020 "," 17,756 "," 10,600 "," 4,073 "," 10,317 ", -   ,,, -   ," 20,141 ",," 2,050 "," 2,142 "," -5,941 "," 2,021 "," -5,121 ",,,,, 786 ,-100%,50%,10%,-40%,100%,-30%,-100%,,,-100%,0%,,,,,,,,,,,,,,,
South Kordofan,SD07,Al Quoz,SD07094,,," 8,677 ", IDPs ," 4,339 "," 1,562 "," 6,143 "," 6,508 ", 315 ," 6,074 "," 5,045 "," 6,075 "," 4,339 "," 4,428 ", -   ," 6,080 "," 1,721 "," 7,796 "," 2,084 "," 1,581 "," 6,080 ", -   ,,," 5,790 "," 7,796 "," 1,741 ", 159 ," 1,653 "," -4,424 "," 1,266 ", 6 ,,,," 1,362 ",,40%,10%,30%,-70%,400%,0%,-100%,,,30%,,,,,,,,,,,,,,,,
South Kordofan,SD07,Dilling,SD07095,,," 44,297 ", IDPs ," 22,149 "," 7,974 "," 31,362 "," 33,223 "," 1,683 "," 31,008 "," 25,758 "," 31,009 "," 22,149 "," 15,837 "," 44,129 ", -   ," 17,731 "," 38,165 "," 10,177 "," 7,719 "," 38,165 ", -   ,,," 28,270 "," 38,165 ",," 9,758 "," 6,803 "," -23,046 "," 6,036 "," 7,157 ",,,," 12,433 "," -5,964 ",-100%,120%,20%,-70%,360%,20%,-100%,,,80%,-10%,,,,,,,,,,,,,,,
South Kordofan,SD07,Heiban,SD07096,,, -   , IDPs , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Ar Reif Ash Shargi,SD07097,,," 39,030 ", IDPs ," 19,515 "," 7,025 "," 27,633 "," 23,418 "," 2,374 "," 27,321 "," 22,696 "," 27,321 "," 19,515 "," 30,198 "," 29,768 "," 26,026 "," 12,575 "," 33,462 "," 29,744 "," 6,768 "," 24,441 ", -   ,,," 33,462 "," 33,462 "," 6,511 "," 5,550 "," 5,829 "," 6,326 "," 4,394 "," -2,880 ",,,," 3,264 "," 3,694 ",30%,80%,20%,30%,190%,-10%,-100%,,,10%,10%,,,,,,,,,,,,,,,
South Kordofan,SD07,Kadugli,SD07098,,," 84,600 ", IDPs ," 42,300 "," 18,077 "," 59,897 "," 63,450 "," 5,267 "," 59,220 "," 49,195 "," 59,220 "," 42,300 "," 45,083 "," 59,262 "," 77,486 "," 31,403 "," 77,486 "," 68,876 "," 15,672 "," 77,035 ", -   ,,," 34,937 "," 77,035 "," 35,186 "," 13,326 "," 17,589 "," 5,426 "," 10,405 "," 17,815 ",,,," -10,146 "," 17,773 ",80%,70%,30%,10%,200%,30%,-100%,,,-20%,30%,,,,,,,,,,,,,,,
South Kordofan,SD07,Al Buram,SD07099,,, -   , IDPs , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Habila - SK,SD07103,,," 59,211 ", IDPs ," 29,606 "," 10,658 "," 41,921 "," 53,290 "," 3,033 "," 41,448 "," 34,431 "," 41,449 "," 29,606 "," 50,326 "," 51,917 "," 7,865 "," 4,736 "," 10,112 "," 8,337 "," 2,045 "," 7,865 ", -   ,,," 10,111 "," 10,112 "," -21,741 "," -5,922 "," -31,809 "," -44,953 ", -988 ," -33,583 ",,,," -40,215 "," -41,805 ",-70%,-60%,-80%,-80%,-30%,-80%,-100%,,,-80%,-80%,,,,,,,,,,,,,,,
South Kordofan,SD07,Abu Kershola,SD07104,,," 26,703 ", IDPs ," 13,352 "," 4,807 "," 18,906 "," 16,022 ", 638 ," 18,692 "," 15,528 "," 18,692 "," 13,352 "," 16,265 "," 22,999 "," 15,913 "," 8,428 "," 20,314 "," 16,435 "," 4,138 "," 15,913 ", -   ,,," 13,892 "," 20,314 "," 2,561 "," 3,622 "," 1,408 ", 413 ," 3,500 "," -2,779 ",,,," -2,373 "," -2,685 ",20%,80%,10%,0%,550%,-10%,-100%,,,-10%,-10%,,,,,,,,,,,,,,,
South Kordofan,SD07,Al Leri,SD07105,,," 6,641 ", IDPs ," 3,321 "," 1,494 "," 4,702 "," 4,981 ", 610 ," 3,321 "," 3,862 "," 4,650 "," 3,321 "," 5,672 ", -   , -   , 274 ," 4,661 "," 2,654 "," 1,414 "," 3,884 ", -   ,,," 6,042 "," 6,991 ",," -1,220 ", -41 ," -2,327 ", 804 , 563 ,,,, 370 ,,-100%,-80%,0%,-50%,130%,20%,-100%,,,10%,,,,,,,,,,,,,,,,
South Kordofan,SD07,At Tadamon - SK,SD07106,,," 2,093 ", IDPs ," 1,047 ", 377 ," 1,482 "," 1,570 ", 192 ," 1,047 "," 1,198 "," 1,048 "," 1,047 ", 933 , -   , -   , 734 ," 1,690 ", 770 , 410 ," 1,577 ", -   ,,," 1,252 "," 1,690 ",, 357 , 208 , -800 , 218 , 530 ,,,, 319 ,,-100%,90%,10%,-50%,110%,50%,-100%,,,30%,,,,,,,,,,,,,,,,
South Kordofan,SD07,Delami,SD07107,,," 4,781 ", IDPs ," 2,391 ", 861 ," 3,385 "," 3,586 ", 197 ," 3,347 "," 2,781 "," 3,348 "," 2,391 "," 3,117 ", -   ," 4,460 "," 2,631 "," 1,966 "," 1,529 "," 1,160 "," 4,460 ", -   ,,," 3,716 "," 4,460 "," 2,069 "," 1,770 "," -1,419 "," -2,057 ", 963 ," 1,113 ",,,, 599 ,,90%,210%,-40%,-60%,490%,30%,-100%,,,20%,,,,,,,,,,,,,,,,
